Seq. number,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
145,08/23/2004,9060,9.1116244,73839,8.15,84,2.1,1158,yes,SUNNY/CLOUDY,Sunny,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
146,08/24/2004,8563,9.05520588,69874.08,8.16,80,2.1,1163,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
147,08/25/2004,34314,10.4433087,3431.4,0.1,84,2.09,1168,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
148,08/26/2004,9524,9.16157021,77525.36,8.14,85,2.09,1171,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
149,08/27/2004,6534,8.78477459,53186.76,8.14,83,2.08,1175,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
150,08/28/2004,8787,9.08102864,71174.7,8.1,83,2.08,1177,yes,RAIN,RAIN,OutofSite,AUG,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
151,08/29/2004,8011,8.98857088,64889.1,8.1,87,2.08,1179,yes,SUNNY/CLOUDY,PARTLY CLOUDY,OutofSite,AUG,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
152,08/30/2004,4313,8.369389,35107.82,8.14,86,2.07,1155,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
153,08/31/2004,3887,8.26539293,31562.44,8.12,87,2.07,1136,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
154,09/01/2004,26512,10.1853527,2651.2,0.1,83,2.06,1122,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
155,09/02/2004,7257,8.8897218,58999.41,8.13,80,2.06,1112,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
156,09/03/2004,6235,8.73793386,50877.6,8.16,79,2.05,1104,yes,SUNNY/CLOUDY,PARTLY CLOUDY,LABDAY,SEP,HIGH SEASON,Fri,No,Have Events,GOOD WEATHER
157,09/04/2004,9430,9.15165138,76571.6,8.12,86,2.05,1098,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,AnimalEats,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
158,09/05/2004,14194,9.56057462,115113.34,8.11,73,2.05,1093,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,AnimalEats,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
159,09/06/2004,12927,9.46707343,104837.97,8.11,75,2.04,1090,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,AnimalEats,SEP,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
160,09/07/2004,2743,7.91680749,22300.59,8.13,81,2.04,1087,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
161,09/08/2004,1093,6.99668149,109.3,0.1,76,2.03,1035,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
162,09/09/2004,424,6.04973346,3430.16,8.09,81,2.03,988,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
163,09/10/2004,3340,8.11372609,27321.2,8.18,83,2.03,944,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
164,09/11/2004,8070,8.99590876,65770.5,8.15,74,2.02,904,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
165,09/12/2004,8181,9.00956967,66675.15,8.15,78,2.02,867,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Grandparents,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
166,09/13/2004,1526,7.33040521,12558.98,8.23,83,2.01,728,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
167,09/14/2004,1355,7.21155673,11205.85,8.27,73,2.01,626,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
168,09/15/2004,4583,8.43010908,458.3,0.1,74,2.01,549,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
169,09/16/2004,7071,8.86375719,57770.07,8.17,80,2,489,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
170,09/17/2004,2219,7.70481192,18240.18,8.22,78,2,441,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
171,09/18/2004,1941,7.57095858,15663.87,8.07,74,1.99,402,yes,RAIN,RAIN,HispanicWeekend,SEP,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
172,09/19/2004,9627,9.17232693,79422.75,8.25,69,1.99,369,yes,SUNNY/CLOUDY,Sunny,HispanicWeekend,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
173,09/20/2004,1370,7.22256602,11343.6,8.28,72,2,341,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
174,09/21/2004,1441,7.2730926,12017.94,8.34,82,2.01,316,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
175,09/22/2004,5993,8.6983474,599.3,0.1,85,2.03,295,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
176,09/23/2004,1599,7.37713371,13287.69,8.31,84,2.04,275,yes,SUNNY/CLOUDY,Sunny,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
177,09/24/2004,2241,7.71467747,18510.66,8.26,74,2.04,258,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
178,09/25/2004,7703,8.94936514,62548.36,8.12,77,2.04,242,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
179,09/26/2004,9154,9.12194622,74422.02,8.13,79,2.04,227,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
180,09/27/2004,1306,7.17472431,10748.38,8.23,75,2.04,214,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
181,09/28/2004,80,4.38202663,8,0.1,74,2.04,201,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
182,09/29/2004,2498,7.82324569,249.8,0.1,67,2.04,189,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
183,09/30/2004,1509,7.31920246,12585.06,8.34,68,2.04,178,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
184,10/01/2004,2908,7.97522084,23961.92,8.24,71,2.04,168,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
185,10/02/2004,3961,8.2842518,32361.37,8.17,78,2.03,159,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
186,10/03/2004,6069,8.71094913,49340.97,8.13,76,2.03,150,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
187,10/04/2004,3941,8.27918978,32158.56,8.16,74,2.03,141,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
188,10/05/2004,3348,8.11611843,27353.16,8.17,76,2.03,133,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
189,10/06/2004,4896,8.49617382,489.6,0.1,76,2.03,126,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
190,10/07/2004,3239,8.08301992,27337.16,8.44,75,2.03,119,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
191,10/08/2004,3565,8.17891933,29268.65,8.21,73,2.03,112,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
192,10/09/2004,6353,8.75668242,51904.01,8.17,60,2.03,106,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
193,10/10/2004,7893,8.97373157,64091.16,8.12,62,2.03,100,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
194,10/11/2004,6806,8.82555986,55468.9,8.15,64,2.03,95,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ExtremeXplorers,OCT,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
195,10/12/2004,1825,7.50933527,15074.5,8.26,59,2.03,90,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
196,10/13/2004,5706,8.64927353,570.6,0.1,61,2.03,85,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
197,10/14/2004,3391,8.12888014,27195.82,8.02,64,2.03,80,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
198,10/15/2004,923,6.82762923,7928.57,8.59,74,2.03,76,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
199,10/16/2004,3531,8.1693364,28812.96,8.16,66,2.03,72,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
200,10/17/2004,4354,8.37885024,35398.02,8.13,65,2.03,68,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
201,10/18/2004,1317,7.1831117,10983.78,8.34,71,2.02,64,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
202,10/19/2004,720,6.57925121,5889.6,8.18,70,2.02,61,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
203,10/20/2004,3755,8.23084356,375.5,0.1,61,2.02,58,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
204,10/21/2004,2330,7.75362355,19036.1,8.17,55,2.02,55,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
205,10/22/2004,12607,9.44200749,104007.75,8.25,53,2.02,52,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,BooZoo,OCT,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
206,10/23/2004,5803,8.6661303,47294.45,8.15,56,2.02,49,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
207,10/24/2004,3907,8.2705251,31685.77,8.11,53,2.02,46,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
208,10/25/2004,1057,6.96318999,8762.53,8.29,52,2.02,44,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
209,10/26/2004,3906,8.27026911,32068.26,8.21,52,2.02,42,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
210,10/27/2004,5808,8.66699156,580.8,0.1,50,2.02,40,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
211,10/28/2004,4557,8.42441979,37777.53,8.29,49,2.02,38,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
212,10/29/2004,2035,7.6182511,16564.9,8.14,50,2.02,36,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
213,10/30/2004,2813,7.94200681,22729.04,8.08,68,2.02,34,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
214,10/31/2004,7201,8.88197518,58328.1,8.1,69,2.02,32,yes,SUNNY/CLOUDY,PARTLY CLOUDY,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
215,11/01/2004,1451,7.28000825,8981.69,6.19,62,2.02,30,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Mon,No,NONE,GOOD WEATHER
216,11/02/2004,1411,7.25205395,8635.32,6.12,60,2.02,29,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
217,11/03/2004,2940,7.98616486,294,0.1,59,2.01,27,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
218,11/04/2004,1230,7.11476945,7490.7,6.09,52,2.01,26,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
219,11/05/2004,2050,7.62559507,12505,6.1,55,2.01,25,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
220,11/06/2004,2298,7.73979446,14063.76,6.12,60,2.01,23,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
221,11/07/2004,3677,8.20985248,22503.24,6.12,69,2.01,22,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HarvestFstvl,NOV,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
222,11/08/2004,672,6.51025834,4092.48,6.09,58,2.01,21,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Mon,No,NONE,GOOD WEATHER
223,11/09/2004,991,6.89871453,6045.1,6.1,42,2.01,20,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
224,11/10/2004,3218,8.07651533,321.8,0.1,44,2.01,19,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Wed,No,NONE,GOOD WEATHER
225,11/11/2004,2453,7.80506704,14963.3,6.1,57,2.01,18,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Thu,No,NONE,GOOD WEATHER
226,11/12/2004,606,6.40687999,3654.18,6.03,48,2.01,17,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
227,11/13/2004,866,6.76388491,5230.64,6.04,44,2.01,16,yes,SNOW,SIGNIFICANTSNOW,NONE,NOV,LOW SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
228,11/14/2004,1174,7.068172,7173.14,6.11,50,2.01,16,yes,SUNNY/CLOUDY,Sunny,NONE,NOV,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
229,11/15/2004,425,6.05208917,2639.25,6.21,60,2.01,15,yes,SUNNY/CLOUDY,Sunny,NONE,NOV,LOW SEASON,Mon,No,NONE,GOOD WEATHER
230,11/16/2004,753,6.62406523,4585.77,6.09,58,2.01,14,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
231,11/17/2004,2109,7.65396918,210.9,0.1,56,2.01,13,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,NOV,LOW SEASON,Wed,No,NONE,GOOD WEATHER
232,11/18/2004,1176,7.06987413,7267.68,6.18,55,2.01,13,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Thu,No,NONE,GOOD WEATHER
233,11/19/2004,1517,7.32448998,9344.72,6.16,62,2,12,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
234,11/20/2004,397,5.98393628,2409.79,6.07,53,2,12,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
235,11/21/2004,763,6.63725803,4646.67,6.09,55,2,11,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
236,11/22/2004,1094,6.99759598,6760.92,6.18,55,2,11,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Mon,No,NONE,NOT GOOD WEATHER
237,11/23/2004,1152,7.04925484,7061.76,6.13,54,2,10,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,NOV,LOW SEASON,Tue,No,NONE,GOOD WEATHER
238,11/24/2004,617,6.42486902,61.7,0.1,56,2,10,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
239,11/25/2004,470,6.15273269,2857.6,6.08,65,2,9,yes,RAIN,RAIN,NONE,NOV,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
240,11/26/2004,2563,7.84893373,15711.19,6.13,47,2,9,yes,SUNNY/CLOUDY,Sunny,HolidayLights,NOV,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
241,11/27/2004,2631,7.87511928,15996.48,6.08,53,2,8,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
242,11/28/2004,135,4.90527478,810,6,58,2,8,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
243,11/29/2004,989,6.89669433,6062.57,6.13,50,2,8,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,NOV,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
244,11/30/2004,762,6.63594656,4739.64,6.22,49,2,7,yes,RAIN,RAIN,HolidayLights,NOV,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
245,12/01/2004,561,6.32972091,56.1,0.1,58,2,7,yes,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
246,12/02/2004,571,6.34738921,3500.23,6.13,46,2,7,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
247,12/03/2004,517,6.24804287,3133.02,6.06,47,2,6,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
248,12/04/2004,749,6.61873898,4561.41,6.09,44,2,6,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
249,12/05/2004,1334,7.19593723,8177.42,6.13,55,1.99,6,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
250,12/06/2004,334,5.81114099,2037.4,6.1,42,1.99,6,yes,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
251,12/07/2004,299,5.70044357,1994.33,6.67,49,1.99,5,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,NOT GOOD WEATHER
252,12/08/2004,1440,7.27239839,144,0.1,59,1.99,5,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
253,12/09/2004,636,6.45519856,3936.84,6.19,48,1.99,5,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
254,12/10/2004,308,5.73009978,1915.76,6.22,48,1.99,5,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,NOT GOOD WEATHER
255,12/11/2004,377,5.93224519,2299.7,6.1,52,1.99,5,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
256,12/12/2004,705,6.5581978,4251.15,6.03,46,1.99,4,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
257,12/13/2004,423,6.04737218,2588.76,6.12,46,1.99,4,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
258,12/14/2004,542,6.295266,3322.46,6.13,38,1.99,4,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
259,12/15/2004,849,6.74405919,84.9,0.1,33,1.99,4,no,SUNNY/CLOUDY,Sunny,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
260,12/16/2004,445,6.09807428,2678.9,6.02,43,1.99,4,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
261,12/17/2004,600,6.39692966,3624,6.04,46,1.99,4,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
262,12/18/2004,688,6.53378884,4203.68,6.11,44,1.99,4,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
263,12/19/2004,509,6.23244802,3089.63,6.07,46,1.99,3,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
264,12/20/2004,320,5.768321,1948.8,6.09,21,1.99,3,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
265,12/21/2004,487,6.18826412,2965.83,6.09,38,1.99,3,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
266,12/22/2004,1947,7.57404501,194.7,0.1,48,1.98,3,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
267,12/23/2004,147,4.99043259,889.35,6.05,56,1.98,3,no,RAIN,RAIN,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
268,12/24/2004,251,5.52545294,1523.57,6.07,41,1.98,3,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
269,12/25/2004,507,6.228511,3107.91,6.13,33,1.98,3,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
270,12/26/2004,524,6.26149168,3222.6,6.15,33,1.98,3,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
271,12/27/2004,371,5.91620206,2251.97,6.07,28,1.98,3,no,SNOW,SNOW,HolidayLights,DEC,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
272,12/28/2004,931,6.83625928,5641.86,6.06,32,1.98,3,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
273,12/29/2004,4323,8.37170488,432.3,0.1,44,1.98,3,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Wed,No,Have Events,GOOD WEATHER
274,12/30/2004,2425,7.7935868,14792.5,6.1,45,1.98,2,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Thu,No,Have Events,GOOD WEATHER
275,12/31/2004,1575,7.36201055,9576,6.08,50,1.98,2,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,DEC,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
276,01/01/2005,4366,8.38160254,26545.28,6.08,60,1.98,2,no,SUNNY/CLOUDY,PARTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
277,01/02/2005,1476,7.29709101,8944.56,6.06,47,1.98,2,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
278,01/03/2005,464,6.13988455,2816.48,6.07,55,1.98,2,no,RAIN,RAIN,HolidayLights,JAN,LOW SEASON,Mon,No,Have Events,NOT GOOD WEATHER
279,01/04/2005,234,5.45532112,1418.04,6.06,49,1.98,2,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Tue,No,Have Events,GOOD WEATHER
280,01/05/2005,602,6.40025745,60.2,0.1,45,1.98,2,no,SNOW,SNOW,HolidayLights,JAN,LOW SEASON,Wed,No,Have Events,NOT GOOD WEATHER
281,01/06/2005,266,5.58349631,1614.62,6.07,41,1.98,2,no,SNOW,SIGNIFICANTSNOW,HolidayLights,JAN,LOW SEASON,Thu,No,Have Events,NOT GOOD WEATHER
282,01/07/2005,529,6.27098843,3237.48,6.12,41,1.97,2,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Fri,No,Have Events,GOOD WEATHER
283,01/08/2005,105,4.65396035,641.55,6.11,42,1.97,2,no,RAIN,RAIN,HolidayLights,JAN,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
284,01/09/2005,1250,7.13089883,7575,6.06,40,1.97,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,HolidayLights,JAN,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
285,01/10/2005,603,6.4019172,3696.39,6.13,47,1.97,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Mon,No,NONE,GOOD WEATHER
286,01/11/2005,735,6.5998705,4410,6,40,1.97,1,no,SNOW,SIGNIFICANTSNOW,NONE,JAN,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
287,01/12/2005,380,5.94017125,38,0.1,42,1.97,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Wed,No,NONE,GOOD WEATHER
288,01/13/2005,690,6.5366916,4215.9,6.11,54,1.97,1,no,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JAN,LOW SEASON,Thu,No,NONE,GOOD WEATHER
