Seq. number,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
894,09/11/2006,1465,7.28961052,17462.8,11.92,71,2.75,922,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
895,09/12/2006,1729,7.45529849,20557.81,11.89,70,2.74,894,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
896,09/13/2006,4439,8.3981844,443.9,0.1,71,2.73,853,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
897,09/14/2006,117,4.76217393,1393.47,11.91,69,2.71,815,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
898,09/15/2006,238,5.47227067,2836.96,11.92,68,2.7,781,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
899,09/16/2006,6822,8.82790796,79203.42,11.61,79,2.68,750,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
900,09/17/2006,10154,9.225623,117786.4,11.6,81,2.67,722,yes,SUNNY/CLOUDY,PARTLY CLOUDY,HispanicWeekend,SEP,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
901,09/18/2006,1556,7.3498737,18578.64,11.94,78,2.67,496,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
902,09/19/2006,896,6.79794041,10734.08,11.98,77,2.66,452,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
903,09/20/2006,5306,8.57659353,530.6,0.1,72,2.65,426,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
904,09/21/2006,1770,7.47873483,21381.6,12.08,70,2.64,404,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
905,09/22/2006,2176,7.68524361,25807.36,11.86,70,2.62,384,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
906,09/23/2006,3169,8.06117136,36982.23,11.67,76,2.61,365,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
907,09/24/2006,6621,8.79800169,77200.86,11.66,82,2.6,348,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
908,09/25/2006,1440,7.27239839,17251.2,11.98,73,2.59,331,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
909,09/26/2006,1776,7.48211892,21436.32,12.07,73,2.58,316,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
910,09/27/2006,5522,8.61649539,552.2,0.1,73,2.57,302,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
911,09/28/2006,2087,7.64348291,24918.78,11.94,73,2.56,288,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,SEP,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
912,09/29/2006,1115,7.01660968,13268.5,11.9,68,2.54,276,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
913,09/30/2006,7164,8.87682376,83317.32,11.63,67,2.53,264,yes,RAIN,RAIN,NONE,SEP,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
914,10/01/2006,1542,7.34083555,17995.14,11.67,69,2.52,253,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
915,10/02/2006,12320,9.41897924,140571.2,11.41,71,2.51,200,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
916,10/03/2006,1686,7.43011414,20181.42,11.97,75,2.5,183,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
917,10/04/2006,6121,8.71948076,612.1,0.1,74,2.49,172,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
918,10/05/2006,1560,7.3524411,18361.2,11.77,67,2.48,163,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
919,10/06/2006,2308,7.74413663,27349.8,11.85,58,2.47,154,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
920,10/07/2006,4701,8.45553053,54766.65,11.65,64,2.46,146,yes,RAIN,RAIN,ExplorersWeekend,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
921,10/08/2006,10991,9.30483204,127935.24,11.64,66,2.45,139,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ExplorersWeekend,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
922,10/09/2006,13120,9.48189306,149305.6,11.38,74,2.43,138,yes,SUNNY/CLOUDY,Sunny,ExplorersWeekend,OCT,LOW SEASON,Mon,No,Have Events,GOOD WEATHER
923,10/10/2006,3750,8.22951112,43575,11.62,76,2.42,136,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
924,10/11/2006,11283,9.33105245,1128.3,0.1,64,2.41,135,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
925,10/12/2006,2728,7.91132402,31917.6,11.7,70,2.4,133,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Thu,No,NONE,NOT GOOD WEATHER
926,10/13/2006,5068,8.53070154,60663.96,11.97,55,2.39,132,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Fri,No,NONE,GOOD WEATHER
927,10/14/2006,7153,8.87528713,83618.57,11.69,60,2.38,130,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Sat,Yes,NONE,GOOD WEATHER
928,10/15/2006,4989,8.51499077,58171.74,11.66,59,2.37,128,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Sun,Yes,NONE,GOOD WEATHER
929,10/16/2006,2476,7.81439963,29538.68,11.93,60,2.36,124,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
930,10/17/2006,1314,7.1808312,15715.44,11.96,63,2.35,120,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Tue,No,NONE,NOT GOOD WEATHER
931,10/18/2006,8275,9.0209942,827.5,0.1,75,2.34,128,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Wed,No,NONE,NOT GOOD WEATHER
932,10/19/2006,3136,8.05070338,37475.2,11.95,67,2.33,133,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
933,10/20/2006,942,6.84800527,11115.6,11.8,66,2.32,137,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
934,10/21/2006,8425,9.03895876,98235.5,11.66,59,2.31,139,yes,SUNNY/CLOUDY,Sunny,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,GOOD WEATHER
935,10/22/2006,6904,8.83985623,79810.24,11.56,61,2.31,140,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
936,10/23/2006,2007,7.60439635,23702.67,11.81,57,2.32,137,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
937,10/24/2006,3182,8.06526521,37356.68,11.74,53,2.33,134,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
938,10/25/2006,4124,8.32457885,412.4,0.1,56,2.33,118,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Wed,No,NONE,GOOD WEATHER
939,10/26/2006,2621,7.8713112,31294.74,11.94,52,2.34,106,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,OCT,LOW SEASON,Thu,No,NONE,GOOD WEATHER
940,10/27/2006,2410,7.78738203,28727.2,11.92,51,2.34,96,yes,RAIN,RAIN,NONE,OCT,LOW SEASON,Fri,No,NONE,NOT GOOD WEATHER
941,10/28/2006,361,5.88887796,4263.41,11.81,65,2.34,87,yes,RAIN,RAIN,BooZoo,OCT,LOW SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
942,10/29/2006,4151,8.33110455,47861.03,11.53,55,2.34,80,yes,SUNNY/CLOUDY,PARTLY CLOUDY,BooZoo,OCT,LOW SEASON,Sun,Yes,Have Events,GOOD WEATHER
943,10/30/2006,1217,7.10414409,14445.79,11.87,61,2.34,73,yes,SUNNY/CLOUDY,Sunny,NONE,OCT,LOW SEASON,Mon,No,NONE,GOOD WEATHER
944,10/31/2006,988,6.8956827,11609,11.75,63,2.34,67,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,OCT,LOW SEASON,Tue,No,NONE,GOOD WEATHER
